mirna_1	mirna_2	free energy/kcal
hsa-miR-381,hsa-miR-139,-17.0
hsa-miR-143,hsa-let-7g,-17.0
hsa-miR-486,hsa-miR-24-1,-17.0
hsa-miR-486,hsa-miR-24-2,-17.0
hsa-miR-24,hsa-miR-23b,-17.0
hsa-miR-100,hsa-miR-125b-2,-16.7999992371
hsa-miR-26a,hsa-miR-28,-16.7999992371
hsa-miR-378b,hsa-miR-192,-16.7000007629
hsa-miR-378c,hsa-miR-99b,-16.7000007629
hsa-miR-139,hsa-miR-30c-1,-16.7000007629
hsa-miR-27a,hsa-miR-25,-16.7000007629
hsa-miR-486,hsa-miR-885,-16.7000007629
hsa-miR-92a-1,hsa-miR-25,-16.7000007629
hsa-miR-103a,hsa-miR-15a,-16.6000003815
hsa-miR-139,hsa-miR-92a-2,-16.6000003815
hsa-miR-143,hsa-miR-874,-16.6000003815
hsa-miR-125b-2,hsa-miR-99a,-16.6000003815
hsa-miR-99b,hsa-miR-28,-16.6000003815
hsa-miR-16-2,hsa-miR-15a,-16.5
hsa-miR-195,hsa-miR-15b,-16.5
hsa-miR-378f,hsa-miR-874,-16.5
hsa-miR-377,hsa-miR-22,-16.5
hsa-miR-874,hsa-miR-25,-16.5
hsa-miR-181a-2,hsa-miR-885,-16.5
hsa-miR-103a-2,hsa-miR-139,-16.3999996185
hsa-miR-103b,hsa-miR-885,-16.3999996185
hsa-miR-16-1,hsa-miR-486,-16.3999996185
hsa-miR-378a,hsa-miR-486,-16.3999996185
hsa-miR-143,hsa-let-7d,-16.3999996185
hsa-miR-486,hsa-miR-125b-1,-16.3999996185
hsa-miR-22,hsa-miR-23b,-16.3999996185
hsa-miR-185,hsa-let-7g,-16.2999992371
hsa-miR-27a,hsa-miR-874,-16.2999992371
hsa-miR-92a,hsa-miR-25,-16.2999992371
hsa-miR-191,hsa-miR-99a,-16.2999992371
hsa-miR-16-2,hsa-miR-486,-16.2000007629
hsa-miR-193a,hsa-miR-99b,-16.2000007629
hsa-miR-143,hsa-let-7f,-16.2000007629
hsa-miR-874,hsa-miR-23a,-16.2000007629
hsa-miR-874,hsa-miR-99b,-16.2000007629
hsa-miR-125b-1,hsa-miR-99b,-16.2000007629
hsa-miR-378f,hsa-miR-29b-1,-16.0
hsa-miR-378h,hsa-miR-29a,-16.0
hsa-miR-381,hsa-miR-27a,-16.0
hsa-miR-874,hsa-miR-23b,-16.0
hsa-miR-30d,hsa-miR-885,-16.0
hsa-miR-125b-1,hsa-miR-99a,-16.0
hsa-miR-26b,hsa-miR-320b,-16.0
hsa-miR-103b,hsa-let-7g,-15.8999996185
hsa-miR-27a,hsa-miR-22,-15.8999996185
hsa-miR-874,hsa-miR-320b,-15.8999996185
hsa-miR-885,hsa-let-7c,-15.8999996185
hsa-miR-424,hsa-miR-15b,-15.8999996185
hsa-miR-103b,hsa-miR-320c,-15.8000001907
hsa-miR-378b,hsa-miR-99b,-15.8000001907
hsa-miR-378e,hsa-miR-193b,-15.8000001907
hsa-miR-378e,hsa-miR-99b,-15.8000001907
hsa-let-7a-2,hsa-miR-320b,-15.8000001907
hsa-miR-486,hsa-miR-151a,-15.8000001907
hsa-miR-21,hsa-miR-30e,-15.6999998093
hsa-miR-193a,hsa-miR-378f,-15.6999998093
hsa-miR-29b-2,hsa-miR-24-2,-15.6999998093
hsa-let-7a-2,hsa-miR-320a,-15.6999998093
hsa-miR-154,hsa-miR-885,-15.6999998093
hsa-miR-885,hsa-let-7g,-15.6999998093
hsa-let-7e,hsa-miR-320b,-15.6999998093
hsa-miR-16,hsa-miR-194,-15.6000003815
hsa-miR-16-1,hsa-miR-505,-15.6000003815
hsa-miR-194,hsa-miR-885,-15.6000003815
hsa-miR-377,hsa-miR-186,-15.6000003815
hsa-miR-27a,hsa-miR-125b-2,-15.6000003815
hsa-miR-486,hsa-let-7g,-15.6000003815
hsa-miR-486,hsa-miR-874,-15.6000003815
hsa-miR-22,hsa-miR-27b,-15.6000003815
hsa-miR-16-1,hsa-miR-15a,-15.5
hsa-miR-185,hsa-let-7d,-15.5
hsa-miR-193a,hsa-miR-320b,-15.5
hsa-miR-98,hsa-let-7f-1,-15.5
hsa-miR-377,hsa-miR-140,-15.5
hsa-miR-425,hsa-miR-25,-15.5
hsa-miR-194,hsa-miR-486,-15.3999996185
hsa-miR-185,hsa-miR-15a,-15.3999996185
hsa-miR-378g,hsa-miR-874,-15.3999996185
hsa-miR-193b,hsa-miR-30c-1,-15.3999996185
hsa-let-7a-2,hsa-miR-92a-1,-15.3999996185
hsa-miR-139,hsa-miR-27a,-15.3999996185
hsa-miR-139,hsa-miR-425,-15.3999996185
hsa-miR-27a,hsa-miR-24,-15.3999996185
hsa-miR-486,hsa-miR-17,-15.3999996185
hsa-miR-874,hsa-miR-125b-1,-15.3999996185
hsa-miR-125b-2,hsa-miR-92a,-15.3999996185
hsa-miR-92a,hsa-miR-30c-2,-15.3999996185
hsa-miR-378a,hsa-miR-25,-15.3000001907
hsa-miR-181a,hsa-miR-885,-15.3000001907
hsa-miR-26b,hsa-miR-320a,-15.3000001907
hsa-miR-103a,hsa-miR-17,-15.1999998093
hsa-miR-185,hsa-miR-874,-15.1999998093
hsa-miR-185,hsa-miR-151a,-15.1999998093
hsa-miR-378j,hsa-miR-874,-15.1999998093
hsa-miR-107,hsa-miR-17,-15.1999998093
hsa-miR-874,hsa-miR-320a,-15.1999998093
hsa-miR-194,hsa-miR-185,-15.1000003815
hsa-miR-378b,hsa-miR-193b,-15.1000003815
hsa-miR-99b,hsa-miR-151a,-15.1000003815
hsa-miR-103a,hsa-miR-23b,-15.0
hsa-miR-16-2,hsa-miR-15b,-15.0
hsa-miR-194,hsa-miR-140,-15.0
hsa-miR-195,hsa-miR-505,-15.0
hsa-miR-185,hsa-miR-874,-15.0
hsa-miR-193a,hsa-miR-320a,-15.0
hsa-miR-378j,hsa-miR-24,-15.0
hsa-miR-381,hsa-miR-486,-15.0
hsa-miR-107,hsa-miR-23b,-15.0
hsa-miR-24,hsa-miR-23a,-15.0
hsa-miR-194,hsa-miR-143,-14.8999996185
hsa-miR-194,hsa-miR-30d,-14.8999996185
hsa-miR-195,hsa-miR-15a,-14.8999996185
hsa-miR-21,hsa-miR-181a,-14.8999996185
hsa-miR-21,hsa-miR-181a-2,-14.8999996185
hsa-miR-21,hsa-miR-181a,-14.8999996185
hsa-miR-15a,hsa-miR-874,-14.8999996185
hsa-miR-15a,hsa-miR-22,-14.8999996185
hsa-miR-378a,hsa-miR-99b,-14.8999996185
hsa-miR-98,hsa-let-7g,-14.8999996185
hsa-miR-27a,hsa-miR-151a,-14.8999996185
hsa-let-7f-2,hsa-miR-885,-14.8999996185
hsa-miR-125b-2,hsa-miR-27b,-14.8999996185
hsa-miR-99b,hsa-miR-191,-14.8999996185
hsa-miR-99b,hsa-miR-151b,-14.8999996185
hsa-miR-92a,hsa-miR-320b,-14.8999996185
hsa-let-7d,hsa-miR-30c-1,-14.8999996185
hsa-miR-103a,hsa-miR-107,-14.8000001907
hsa-miR-193a,hsa-miR-378g,-14.8000001907
hsa-miR-378i,hsa-miR-193b,-14.8000001907
hsa-miR-378i,hsa-miR-24,-14.8000001907
hsa-miR-378j,hsa-miR-193b,-14.8000001907
hsa-miR-193b,hsa-miR-223,-14.8000001907
hsa-miR-381,hsa-let-7g,-14.8000001907
hsa-let-7a-2,hsa-miR-30c-2,-14.8000001907
hsa-miR-154,hsa-miR-139,-14.8000001907
hsa-miR-874,hsa-miR-125b-2,-14.8000001907
hsa-miR-885,hsa-miR-25,-14.8000001907
hsa-miR-194,hsa-miR-193b,-14.6999998093
hsa-miR-185,hsa-miR-143,-14.6999998093
hsa-miR-378d,hsa-miR-193b,-14.6999998093
hsa-miR-378h,hsa-miR-874,-14.6999998093
hsa-miR-377,hsa-miR-381,-14.6999998093
hsa-miR-193b,hsa-miR-486,-14.6999998093
hsa-miR-143,hsa-miR-874,-14.6999998093
hsa-miR-143,hsa-miR-30d,-14.6999998093
hsa-miR-486,hsa-let-7d,-14.6999998093
hsa-miR-26a-1,hsa-miR-23a,-14.6999998093
hsa-miR-885,hsa-let-7e,-14.6999998093
hsa-miR-100,hsa-miR-125b-1,-14.6000003815
hsa-miR-16-2,hsa-miR-28,-14.6000003815
hsa-miR-194,hsa-miR-486,-14.6000003815
hsa-miR-15a,hsa-miR-92a,-14.6000003815
hsa-miR-193a,hsa-miR-125b,-14.6000003815
hsa-miR-193a,hsa-miR-99a,-14.6000003815
hsa-miR-378a,hsa-miR-193b,-14.6000003815
hsa-miR-378e,hsa-miR-24,-14.6000003815
hsa-miR-193b,hsa-miR-874,-14.6000003815
hsa-miR-29b-2,hsa-miR-22,-14.6000003815
hsa-let-7b,hsa-miR-130a,-14.6000003815
hsa-let-7b,hsa-miR-30c-1,-14.6000003815
hsa-miR-874,hsa-miR-99a,-14.6000003815
hsa-miR-122,hsa-miR-125b-2,-14.6000003815
hsa-miR-125b-1,hsa-miR-26b,-14.6000003815
hsa-miR-125b-1,hsa-miR-151a,-14.6000003815
hsa-miR-92a,hsa-miR-320a,-14.6000003815
hsa-miR-27b,hsa-miR-26b,-14.6000003815
hsa-miR-30c-2,hsa-let-7e,-14.6000003815
hsa-miR-103a-2,hsa-miR-185,-14.5
hsa-miR-16-1,hsa-miR-15b,-14.5
hsa-miR-16-2,hsa-miR-98,-14.5
hsa-miR-194,hsa-miR-140,-14.5
hsa-miR-21,hsa-miR-139,-14.5
hsa-miR-185,hsa-miR-151b,-14.5
hsa-miR-15a,hsa-miR-191,-14.5
hsa-miR-378d,hsa-miR-24,-14.5
hsa-miR-378c,hsa-miR-874,-14.5
hsa-miR-381,hsa-miR-486,-14.5
hsa-miR-139,hsa-miR-99b,-14.5
hsa-miR-139,hsa-miR-25,-14.5
hsa-miR-27a,hsa-miR-99b,-14.5
hsa-miR-99b,hsa-let-7c,-14.5
hsa-miR-92a-1,hsa-miR-29c,-14.5
hsa-miR-27b,hsa-miR-25,-14.5
hsa-miR-100,hsa-miR-193a,-14.3999996185
hsa-miR-103b,hsa-let-7a,-14.3999996185
hsa-miR-15a,hsa-miR-424,-14.3999996185
hsa-miR-377,hsa-miR-874,-14.3999996185
hsa-miR-193b,hsa-miR-154,-14.3999996185
hsa-miR-505,hsa-let-7d,-14.3999996185
hsa-miR-381,hsa-miR-125b-1,-14.3999996185
hsa-let-7a,hsa-miR-30c,-14.3999996185
hsa-let-7b,hsa-miR-425,-14.3999996185
hsa-miR-23a,hsa-miR-223,-14.3999996185
hsa-miR-30c,hsa-let-7e,-14.3999996185
hsa-miR-100,hsa-miR-17,-14.3000001907
hsa-miR-103a,hsa-miR-16-1,-14.3000001907
hsa-miR-16-2,hsa-miR-139,-14.3000001907
hsa-miR-194,hsa-miR-29b-2,-14.3000001907
hsa-miR-195,hsa-miR-143,-14.3000001907
hsa-miR-378j,hsa-miR-143,-14.3000001907
hsa-miR-193b,hsa-miR-125b,-14.3000001907
hsa-miR-199a,hsa-miR-23a,-14.3000001907
hsa-miR-29b-1,hsa-miR-22,-14.3000001907
hsa-miR-505,hsa-miR-874,-14.3000001907
hsa-miR-143,hsa-miR-17,-14.3000001907
hsa-miR-27a,hsa-miR-99a,-14.3000001907
hsa-miR-24-1,hsa-miR-320b,-14.3000001907
hsa-miR-125b-1,hsa-miR-27b,-14.3000001907
hsa-miR-103b,hsa-miR-130a,-14.1999998093
hsa-miR-16-1,hsa-miR-143,-14.1999998093
hsa-miR-16-2,hsa-miR-505,-14.1999998093
hsa-miR-194,hsa-miR-92a-2,-14.1999998093
hsa-miR-21,hsa-miR-29c,-14.1999998093
hsa-miR-378a,hsa-miR-24,-14.1999998093
hsa-miR-378f,hsa-miR-151a,-14.1999998093
hsa-miR-378h,hsa-miR-223,-14.1999998093
hsa-miR-29b-2,hsa-miR-24-1,-14.1999998093
hsa-miR-505,hsa-miR-23b,-14.1999998093
hsa-miR-381,hsa-miR-874,-14.1999998093
hsa-miR-139,hsa-miR-191,-14.1999998093
hsa-miR-27a,hsa-miR-151b,-14.1999998093
hsa-miR-122,hsa-miR-425,-14.1999998093
hsa-miR-122,hsa-miR-25,-14.1999998093
hsa-miR-99b,hsa-miR-320c,-14.1999998093
hsa-miR-17,hsa-miR-186,-14.1999998093
hsa-miR-130a,hsa-let-7d,-14.1999998093
hsa-miR-425,hsa-miR-30c-1,-14.1999998093
hsa-miR-100,hsa-miR-92a-1,-14.1000003815
hsa-miR-103a-2,hsa-miR-27a,-14.1000003815
hsa-miR-103b,hsa-let-7f,-14.1000003815
hsa-miR-194,hsa-miR-27a,-14.1000003815
hsa-miR-185,hsa-miR-425,-14.1000003815
hsa-miR-193a,hsa-miR-378b,-14.1000003815
hsa-miR-378a,hsa-miR-139,-14.1000003815
hsa-miR-378g,hsa-miR-193b,-14.1000003815
hsa-miR-378h,hsa-miR-193b,-14.1000003815
hsa-miR-199a,hsa-miR-143,-14.1000003815
hsa-miR-29b-2,hsa-miR-27a,-14.1000003815
hsa-miR-381,hsa-miR-23b,-14.1000003815
hsa-let-7a,hsa-miR-885,-14.1000003815
hsa-miR-139,hsa-miR-486,-14.1000003815
hsa-miR-143,hsa-miR-486,-14.1000003815
hsa-let-7b,hsa-miR-30c,-14.1000003815
hsa-let-7f-1,hsa-miR-885,-14.1000003815
hsa-miR-99b,hsa-miR-23a,-14.1000003815
hsa-let-7c,hsa-miR-30c,-14.1000003815
hsa-let-7g,hsa-miR-25,-14.1000003815
hsa-miR-425,hsa-miR-320b,-14.1000003815
hsa-miR-103a-2,hsa-let-7f,-14.0
hsa-miR-16-1,hsa-miR-98,-14.0
hsa-miR-195,hsa-miR-107,-14.0
hsa-miR-21,hsa-miR-15b,-14.0
hsa-miR-185,hsa-let-7f-2,-14.0
hsa-miR-378c,hsa-miR-151a,-14.0
hsa-miR-378g,hsa-miR-24,-14.0
hsa-miR-378h,hsa-miR-29b,-14.0
hsa-miR-139,hsa-miR-140,-14.0
hsa-miR-143,hsa-miR-125b-1,-14.0
hsa-miR-143,hsa-let-7c,-14.0
hsa-miR-27a,hsa-miR-191,-14.0
hsa-miR-24-1,hsa-miR-140,-14.0
hsa-miR-885,hsa-miR-130a,-14.0
hsa-miR-424,hsa-miR-15b,-14.0
hsa-miR-16,hsa-miR-22,-13.8999996185
hsa-miR-185,hsa-miR-378f,-13.8999996185
hsa-miR-185,hsa-miR-378i,-13.8999996185
hsa-miR-185,hsa-miR-378j,-13.8999996185
hsa-miR-15a,hsa-let-7a,-13.8999996185
hsa-miR-15a,hsa-let-7f,-13.8999996185
hsa-miR-193a,hsa-miR-92a,-13.8999996185
hsa-miR-378a,hsa-miR-26a,-13.8999996185
hsa-miR-378c,hsa-miR-199a,-13.8999996185
hsa-miR-378f,hsa-miR-143,-13.8999996185
hsa-miR-377,hsa-miR-486,-13.8999996185
hsa-miR-193b,hsa-miR-125b-1,-13.8999996185
hsa-miR-199a,hsa-miR-130a,-13.8999996185
hsa-miR-29b-2,hsa-miR-486,-13.8999996185
hsa-miR-107,hsa-let-7g,-13.8999996185
hsa-miR-143,hsa-miR-424,-13.8999996185
hsa-miR-125b,hsa-miR-23a,-13.8999996185
hsa-miR-885,hsa-miR-28,-13.8999996185
hsa-miR-103a,hsa-miR-195,-13.8000001907
hsa-miR-16-2,hsa-miR-107,-13.8000001907
hsa-miR-378d,hsa-miR-874,-13.8000001907
hsa-miR-378e,hsa-miR-29a,-13.8000001907
hsa-miR-199a,hsa-miR-30c-1,-13.8000001907
hsa-miR-143,hsa-miR-181a-2,-13.8000001907
hsa-miR-27a,hsa-miR-28,-13.8000001907
hsa-miR-92a-2,hsa-miR-451b,-13.8000001907
hsa-miR-103a,hsa-miR-139,-13.6999998093
hsa-miR-195,hsa-miR-21,-13.6999998093
hsa-miR-185,hsa-miR-425,-13.6999998093
hsa-miR-15a,hsa-miR-98,-13.6999998093
hsa-miR-15a,hsa-miR-130a,-13.6999998093
hsa-miR-378c,hsa-miR-24,-13.6999998093
hsa-miR-378j,hsa-miR-29b-1,-13.6999998093
hsa-miR-143,hsa-miR-186,-13.6999998093
hsa-miR-486,hsa-miR-28,-13.6999998093
hsa-miR-874,hsa-miR-30c-1,-13.6999998093
hsa-miR-24,hsa-miR-223,-13.6999998093
hsa-miR-30d,hsa-miR-92a-2,-13.6999998093
hsa-miR-99b,hsa-miR-320a,-13.6999998093
hsa-miR-23a,hsa-miR-25,-13.6999998093
hsa-let-7c,hsa-miR-30c-1,-13.6999998093
hsa-miR-425,hsa-miR-29c,-13.6999998093
hsa-miR-29c,hsa-miR-30c-1,-13.6999998093
hsa-miR-103a-2,hsa-let-7a,-13.6000003815
hsa-miR-103a-2,hsa-miR-125b-1,-13.6000003815
hsa-miR-16-1,hsa-miR-107,-13.6000003815
hsa-miR-194,hsa-miR-30a,-13.6000003815
hsa-miR-21,hsa-miR-28,-13.6000003815
hsa-miR-193a,hsa-miR-378j,-13.6000003815
hsa-miR-98,hsa-miR-885,-13.6000003815
hsa-miR-381,hsa-miR-130a,-13.6000003815
hsa-miR-139,hsa-miR-186,-13.6000003815
hsa-miR-143,hsa-let-7g,-13.6000003815
hsa-miR-27a,hsa-miR-486,-13.6000003815
hsa-miR-27a,hsa-miR-885,-13.6000003815
hsa-miR-27a,hsa-miR-23b,-13.6000003815
hsa-miR-486,hsa-miR-151a,-13.6000003815
hsa-miR-486,hsa-miR-151b,-13.6000003815
hsa-miR-24-1,hsa-miR-320a,-13.6000003815
hsa-miR-125b,hsa-miR-885,-13.6000003815
hsa-miR-125b,hsa-miR-99a,-13.6000003815
hsa-miR-885,hsa-miR-15b,-13.6000003815
hsa-miR-92a-1,hsa-miR-191,-13.6000003815
hsa-miR-92a,hsa-miR-23a,-13.6000003815
hsa-miR-23a,hsa-miR-425,-13.6000003815
hsa-miR-103a-2,hsa-let-7c,-13.5
hsa-miR-103a,hsa-miR-874,-13.5
hsa-miR-16,hsa-miR-191,-13.5
hsa-miR-16-1,hsa-miR-27b,-13.5
hsa-miR-195,hsa-let-7a-2,-13.5
hsa-miR-185,hsa-miR-139,-13.5
hsa-miR-193a,hsa-miR-223,-13.5
hsa-miR-193a,hsa-miR-378e,-13.5
hsa-miR-378a,hsa-miR-125b-1,-13.5
hsa-miR-378c,hsa-miR-193b,-13.5
hsa-miR-378g,hsa-miR-99b,-13.5
hsa-miR-193b,hsa-miR-125b-1,-13.5
hsa-miR-193b,hsa-miR-99b,-13.5
hsa-miR-29b-2,hsa-miR-154,-13.5
hsa-miR-29b-2,hsa-miR-874,-13.5
hsa-miR-107,hsa-miR-874,-13.5
hsa-miR-139,hsa-let-7d,-13.5
hsa-miR-139,hsa-miR-30c-2,-13.5
hsa-miR-27a,hsa-miR-125b-1,-13.5
hsa-miR-486,hsa-miR-191,-13.5
hsa-miR-874,hsa-miR-23a,-13.5
hsa-miR-874,hsa-miR-23b,-13.5
hsa-miR-24-2,hsa-miR-320b,-13.5
hsa-miR-122,hsa-miR-28,-13.5
hsa-miR-125b,hsa-miR-320c,-13.5
hsa-miR-100,hsa-miR-99a,-13.3999996185
hsa-miR-103a,hsa-miR-194,-13.3999996185
hsa-miR-103a,hsa-let-7g,-13.3999996185
hsa-miR-16-1,hsa-miR-28,-13.3999996185
hsa-miR-194,hsa-miR-107,-13.3999996185
hsa-miR-194,hsa-miR-15b,-13.3999996185
hsa-miR-378b,hsa-miR-486,-13.3999996185
hsa-miR-378h,hsa-miR-29c,-13.3999996185
hsa-miR-378i,hsa-miR-99b,-13.3999996185
hsa-miR-98,hsa-let-7g,-13.3999996185
hsa-miR-377,hsa-miR-191,-13.3999996185
hsa-miR-199a,hsa-let-7b,-13.3999996185
hsa-miR-199a,hsa-let-7c,-13.3999996185
hsa-let-7a,hsa-miR-143,-13.3999996185
hsa-miR-107,hsa-miR-139,-13.3999996185
hsa-miR-27a,hsa-let-7g,-13.3999996185
hsa-miR-486,hsa-miR-15b,-13.3999996185
hsa-miR-874,hsa-miR-92a-1,-13.3999996185
hsa-miR-140,hsa-miR-99a,-13.3999996185
hsa-miR-27b,hsa-miR-28,-13.3999996185
hsa-miR-142,hsa-let-7e,-13.3999996185
hsa-miR-103a-2,hsa-miR-143,-13.3000001907
hsa-miR-103a,hsa-miR-16-2,-13.3000001907
hsa-miR-194,hsa-miR-15a,-13.3000001907
hsa-miR-194,hsa-miR-28,-13.3000001907
hsa-miR-195,hsa-miR-27b,-13.3000001907
hsa-miR-378i,hsa-miR-28,-13.3000001907
hsa-miR-377,hsa-let-7b,-13.3000001907
hsa-miR-505,hsa-miR-25,-13.3000001907
hsa-miR-143,hsa-miR-140,-13.3000001907
hsa-miR-24-1,hsa-miR-92a-2,-13.3000001907
hsa-miR-125b,hsa-miR-320a,-13.3000001907
hsa-miR-125b,hsa-miR-320b,-13.3000001907
hsa-miR-99b,hsa-miR-92a-1,-13.3000001907
hsa-miR-99b,hsa-miR-320b,-13.3000001907
hsa-miR-99b,hsa-miR-25,-13.3000001907
hsa-let-7e,hsa-miR-320c,-13.3000001907
hsa-miR-103a-2,hsa-let-7b,-13.1999998093
hsa-miR-103a-2,hsa-let-7g,-13.1999998093
hsa-miR-16-1,hsa-miR-22,-13.1999998093
hsa-miR-16-1,hsa-miR-424,-13.1999998093
hsa-miR-194,hsa-miR-195,-13.1999998093
hsa-miR-194,hsa-miR-381,-13.1999998093
hsa-miR-194,hsa-miR-424,-13.1999998093
hsa-miR-185,hsa-miR-377,-13.1999998093
hsa-miR-185,hsa-miR-193b,-13.1999998093
hsa-miR-185,hsa-miR-30c-2,-13.1999998093
hsa-miR-15a,hsa-miR-29b-1,-13.1999998093
hsa-miR-193a,hsa-miR-378h,-13.1999998093
hsa-miR-378a,hsa-miR-874,-13.1999998093
hsa-miR-193b,hsa-miR-125b-2,-13.1999998093
hsa-miR-193b,hsa-miR-92a,-13.1999998093
hsa-miR-193b,hsa-miR-320d,-13.1999998093
hsa-let-7a-2,hsa-miR-320c,-13.1999998093
hsa-miR-139,hsa-miR-424,-13.1999998093
hsa-miR-139,hsa-miR-27b,-13.1999998093
hsa-miR-143,hsa-miR-885,-13.1999998093
hsa-miR-143,hsa-miR-17,-13.1999998093
hsa-miR-486,hsa-miR-92a,-13.1999998093
hsa-miR-874,hsa-miR-186,-13.1999998093
hsa-miR-24-1,hsa-miR-22,-13.1999998093
hsa-miR-125b-1,hsa-miR-99b,-13.1999998093
hsa-miR-425,hsa-miR-320a,-13.1999998093
hsa-miR-103b,hsa-let-7c,-13.1000003815
hsa-miR-16,hsa-miR-30d,-13.1000003815
hsa-miR-194,hsa-miR-30c-2,-13.1000003815
hsa-miR-194,hsa-miR-99a,-13.1000003815
hsa-miR-21,hsa-miR-486,-13.1000003815
hsa-miR-21,hsa-miR-186,-13.1000003815
hsa-miR-185,hsa-miR-30c-1,-13.1000003815
hsa-miR-378a,hsa-miR-125b-1,-13.1000003815
hsa-miR-378a,hsa-miR-192,-13.1000003815
hsa-miR-378c,hsa-miR-26a,-13.1000003815
